raceid;circuitid;circuitname;raceyear;racedate;racetime;roundnumber;raceurl;constructorid;constructorname;driverid;drivercode;q1;q2;q3;qualifyingposition;startinggrid;finishpositionorder;finishpositiontext;status;milliseconds;points;fastestlap;fastestlaptime;fastestlapspeed;drivertotalpoints;driverrank;driverwins;constructortotalpoints;constructorrank;constructorwins
271;22;Suzuka Circuit;1994;1994-11-06;NA;15;http://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix;31;Simtek;89;NA;1:45.004;NA;NA;26;26;24;R;Spun off;NA;0.0;NA;NA;NA;0.0;43;0.0;0.0;13;0.0
271;22;Suzuka Circuit;1994;1994-11-06;NA;15;http://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix;15;Sauber;109;NA;1:39.483;NA;NA;15;15;25;R;Engine;NA;0.0;NA;NA;NA;1.0;25;0.0;12.0;7;0.0
271;22;Suzuka Circuit;1994;1994-11-06;NA;15;http://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix;33;Larrousse;115;NA;1:40.990;NA;NA;23;23;26;R;Spun off;NA;0.0;NA;NA;NA;0.0;44;0.0;2.0;11;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;3;Williams;95;NA;1:16.179;NA;NA;1;1;1;1;Finished;6471400.0;10.0;NA;NA;NA;13.0;9;1.0;118.0;1;7.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;6;Ferrari;77;NA;1:18.070;NA;NA;11;11;2;2;Finished;6473911.0;6.0;NA;NA;NA;41.0;3;1.0;71.0;3;1.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;1;McLaren;84;NA;1:17.950;NA;NA;9;9;3;3;Finished;6523887.0;4.0;NA;NA;NA;16.0;7;0.0;42.0;4;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;17;Jordan;22;BAR;1:17.537;NA;NA;5;5;4;4;Finished;6541930.0;3.0;NA;NA;NA;19.0;6;0.0;28.0;5;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;27;Ligier;44;NA;1:18.072;NA;NA;12;12;5;5;+1 Lap;NA;2.0;NA;NA;NA;9.0;11;0.0;13.0;6;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;6;Ferrari;55;NA;1:17.801;NA;NA;8;8;6;6;+1 Lap;NA;1.0;NA;NA;NA;24.0;5;0.0;71.0;3;1.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;15;Sauber;49;NA;1:17.962;NA;NA;10;10;7;7;+1 Lap;NA;0.0;NA;NA;NA;7.0;13;0.0;12.0;8;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;29;Footwork;104;NA;1:19.061;NA;NA;19;19;8;8;+1 Lap;NA;0.0;NA;NA;NA;6.0;15;0.0;9.0;9;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;18;Minardi;94;NA;1:18.957;NA;NA;18;18;9;9;+2 Laps;NA;0.0;NA;NA;NA;4.0;21;0.0;5.0;10;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;15;Sauber;109;NA;1:18.806;NA;NA;17;17;10;10;+2 Laps;NA;0.0;NA;NA;NA;1.0;24;0.0;12.0;8;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;27;Ligier;116;NA;1:19.153;NA;NA;20;20;11;11;+2 Laps;NA;0.0;NA;NA;NA;0.0;33;0.0;13.0;6;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;1;McLaren;57;NA;1:16.992;NA;NA;4;4;12;12;Brakes;NA;0.0;NA;NA;NA;26.0;4;0.0;42.0;4;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;18;Minardi;105;NA;1:18.755;NA;NA;16;16;13;R;Suspension;NA;0.0;NA;NA;NA;1.0;25;0.0;5.0;10;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;25;Tyrrell;87;NA;1:18.237;NA;NA;13;13;14;R;Accident;NA;0.0;NA;NA;NA;8.0;12;0.0;13.0;7;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;33;Larrousse;98;NA;1:22.422;NA;NA;25;25;15;R;Gearbox;NA;0.0;NA;NA;NA;0.0;41;0.0;2.0;11;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;32;Team Lotus;63;NA;1:19.844;NA;NA;22;22;16;R;Electrical;NA;0.0;NA;NA;NA;0.0;32;0.0;0.0;12;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;31;Simtek;101;NA;1:20.442;NA;NA;24;24;17;R;Engine;NA;0.0;NA;NA;NA;0.0;31;0.0;0.0;13;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;32;Team Lotus;70;NA;1:18.331;NA;NA;14;14;18;R;Throttle;NA;0.0;NA;NA;NA;0.0;30;0.0;0.0;12;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;3;Williams;71;NA;1:16.830;NA;NA;3;3;19;R;Collision;NA;0.0;NA;NA;NA;91.0;2;6.0;118.0;1;7.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;22;Benetton;30;MSC;1:16.197;NA;NA;2;2;20;R;Collision;NA;0.0;NA;NA;NA;92.0;1;8.0;103.0;2;8.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;31;Simtek;93;NA;1:22.529;NA;NA;26;26;21;R;Gearbox;NA;0.0;NA;NA;NA;0.0;37;0.0;0.0;13;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;25;Tyrrell;79;NA;1:18.411;NA;NA;15;15;22;R;Spun off;NA;0.0;NA;NA;NA;5.0;17;0.0;13.0;7;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;33;Larrousse;115;NA;1:20.145;NA;NA;23;23;23;R;Oil leak;NA;0.0;NA;NA;NA;0.0;44;0.0;2.0;11;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;29;Footwork;81;NA;1:19.610;NA;NA;21;21;24;R;Oil leak;NA;0.0;NA;NA;NA;3.0;22;0.0;9.0;9;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;17;Jordan;56;NA;1:17.667;NA;NA;6;6;25;R;Spun off;NA;0.0;NA;NA;NA;6.0;16;0.0;28.0;5;0.0
272;29;Adelaide Street Circuit;1994;1994-11-13;NA;16;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;22;Benetton;65;NA;1:17.727;NA;NA;7;7;26;R;Gearbox;NA;0.0;NA;NA;NA;0.0;26;0.0;103.0;2;8.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;22;Benetton;30;MSC;1:20.382;NA;NA;2;2;1;1;Finished;5914154.0;10.0;NA;NA;NA;10.0;1;1.0;10.0;1;1.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;3;Williams;14;COU;1:20.422;NA;NA;3;3;2;2;Finished;5925214.0;6.0;NA;NA;NA;6.0;2;0.0;6.0;2;0.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;6;Ferrari;77;NA;1:20.906;NA;NA;5;5;3;3;+1 Lap;NA;4.0;NA;NA;NA;4.0;3;0.0;6.0;3;0.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;1;McLaren;57;NA;1:21.399;NA;NA;7;7;4;4;+1 Lap;NA;3.0;NA;NA;NA;3.0;4;0.0;4.0;4;0.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;6;Ferrari;55;NA;1:21.041;NA;NA;6;6;5;5;+1 Lap;NA;2.0;NA;NA;NA;2.0;5;0.0;6.0;3;0.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;1;McLaren;87;NA;1:21.779;NA;NA;9;9;6;6;+1 Lap;NA;1.0;NA;NA;NA;1.0;6;0.0;4.0;4;0.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;25;Tyrrell;63;NA;1:22.416;NA;NA;12;12;7;7;+2 Laps;NA;0.0;NA;NA;NA;0.0;7;0.0;0.0;5;0.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;27;Ligier;88;NA;1:22.971;NA;NA;15;15;8;8;+2 Laps;NA;0.0;NA;NA;NA;0.0;8;0.0;0.0;6;0.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;30;Pacific;85;NA;1:25.886;NA;NA;22;22;9;9;+6 Laps;NA;0.0;NA;NA;NA;0.0;9;0.0;0.0;7;0.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;28;Forti;64;NA;1:27.792;NA;NA;25;25;10;10;+7 Laps;NA;0.0;NA;NA;NA;0.0;10;0.0;0.0;8;0.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;29;Footwork;81;NA;1:22.468;NA;NA;13;13;11;R;Engine;NA;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;29;Footwork;89;NA;1:25.225;NA;NA;21;21;12;R;Engine;NA;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;18;Minardi;69;BAD;1:24.443;NA;NA;18;18;13;R;Engine;NA;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;28;Forti;90;NA;1:26.269;NA;NA;23;23;14;R;Spun off;NA;0.0;NA;NA;NA;NA;NA;NA;0.0;8;0.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;15;Sauber;91;NA;1:24.723;NA;NA;19;19;15;R;Electrical;NA;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;3;Williams;71;NA;1:20.081;NA;NA;1;1;16;R;Gearbox;NA;0.0;NA;NA;NA;NA;NA;NA;6.0;2;0.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;22;Benetton;65;NA;1:20.888;NA;NA;4;4;17;R;Collision;NA;0.0;NA;NA;NA;NA;NA;NA;10.0;1;1.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;30;Pacific;92;NA;1:25.127;NA;NA;20;20;18;R;Gearbox;NA;0.0;NA;NA;NA;NA;NA;NA;0.0;7;0.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;17;Jordan;22;BAR;1:22.975;NA;NA;16;16;19;R;Gearbox;NA;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;31;Simtek;50;NA;1:27.323;NA;NA;24;24;20;R;Gearbox;NA;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;25;Tyrrell;79;NA;1:22.325;NA;NA;11;11;21;R;Spun off;NA;0.0;NA;NA;NA;NA;NA;NA;0.0;5;0.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;17;Jordan;56;NA;1:21.749;NA;NA;8;8;22;R;Clutch;NA;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;31;Simtek;93;NA;1:28.106;NA;NA;26;26;23;R;Steering;NA;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;15;Sauber;49;NA;1:22.872;NA;NA;14;14;24;R;Electrical;NA;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;27;Ligier;44;NA;1:21.914;NA;NA;10;10;25;R;Collision;NA;0.0;NA;NA;NA;NA;NA;NA;0.0;6;0.0
240;18;Autódromo José Carlos Pace;1995;1995-03-26;NA;1;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;18;Minardi;94;NA;1:24.383;NA;NA;17;17;26;R;Gearbox;NA;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;3;Williams;71;NA;1:54.057;NA;NA;2;2;1;1;Finished;6794532.0;10.0;NA;NA;NA;10.0;2;1.0;16.0;2;1.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;6;Ferrari;55;NA;1:54.637;NA;NA;6;6;2;2;Finished;6800939.0;6.0;NA;NA;NA;8.0;3;0.0;13.0;3;0.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;22;Benetton;30;MSC;1:54.272;NA;NA;3;3;3;3;Finished;6827908.0;4.0;NA;NA;NA;14.0;1;1.0;17.0;1;1.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;22;Benetton;65;NA;1:57.068;NA;NA;11;11;4;4;+1 Lap;NA;3.0;NA;NA;NA;3.0;7;0.0;17.0;1;1.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;15;Sauber;49;NA;1:55.583;NA;NA;9;9;5;5;+2 Laps;NA;2.0;NA;NA;NA;2.0;8;0.0;2.0;5;0.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;6;Ferrari;77;NA;1:55.276;NA;NA;8;8;6;6;+2 Laps;NA;1.0;NA;NA;NA;5.0;5;0.0;13.0;3;0.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;27;Ligier;44;NA;1:58.824;NA;NA;18;18;7;7;+2 Laps;NA;0.0;NA;NA;NA;0.0;10;0.0;0.0;6;0.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;25;Tyrrell;79;NA;1:57.484;NA;NA;15;15;8;8;+3 Laps;NA;0.0;NA;NA;NA;0.0;12;0.0;0.0;7;0.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;31;Simtek;93;NA;1:59.539;NA;NA;20;20;9;9;+4 Laps;NA;0.0;NA;NA;NA;0.0;15;0.0;0.0;9;0.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;28;Forti;64;NA;2:05.932;NA;NA;25;25;10;N;Not classified;NA;0.0;NA;NA;NA;0.0;16;0.0;0.0;10;0.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;28;Forti;90;NA;2:04.481;NA;NA;24;24;11;N;Not classified;NA;0.0;NA;NA;NA;NA;NA;NA;0.0;10;0.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;25;Tyrrell;63;NA;1:54.757;NA;NA;7;7;12;R;Collision;NA;0.0;NA;NA;NA;0.0;11;0.0;0.0;7;0.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;27;Ligier;88;NA;1:58.882;NA;NA;19;19;13;R;Collision;NA;0.0;NA;NA;NA;0.0;13;0.0;0.0;6;0.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;18;Minardi;94;NA;1:58.066;NA;NA;16;16;14;R;Spun off;NA;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;29;Footwork;81;NA;1:57.092;NA;NA;12;12;15;R;Electrical;NA;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;29;Footwork;89;NA;2:07.298;NA;NA;26;26;16;R;Spun off;NA;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;17;Jordan;22;BAR;1:56.114;NA;NA;10;10;17;R;Oil pressure;NA;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;31;Simtek;50;NA;1:57.231;NA;NA;14;14;18;R;Gearbox;NA;0.0;NA;NA;NA;NA;NA;NA;0.0;9;0.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;3;Williams;14;COU;1:53.241;NA;NA;1;1;19;R;Electrical;NA;0.0;NA;NA;NA;6.0;4;0.0;16.0;2;1.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;1;McLaren;87;NA;1:58.660;NA;NA;17;17;20;R;Oil leak;NA;0.0;NA;NA;NA;1.0;9;0.0;4.0;4;0.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;17;Jordan;56;NA;1:54.381;NA;NA;4;4;21;R;Engine;NA;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;30;Pacific;85;NA;2:01.763;NA;NA;22;22;22;R;Collision;NA;0.0;NA;NA;NA;0.0;14;0.0;0.0;8;0.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;1;McLaren;57;NA;1:54.529;NA;NA;5;5;23;R;Collision;NA;0.0;NA;NA;NA;3.0;6;0.0;4.0;4;0.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;30;Pacific;92;NA;2:04.050;NA;NA;23;23;24;R;Collision;NA;0.0;NA;NA;NA;NA;NA;NA;0.0;8;0.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;15;Sauber;91;NA;2:00.751;NA;NA;21;21;25;R;Collision;NA;0.0;NA;NA;NA;NA;NA;NA;2.0;5;0.0
241;25;Autódromo Juan y Oscar Gálvez;1995;1995-04-09;NA;2;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;18;Minardi;69;BAD;1:57.167;NA;NA;13;13;26;R;Collision;NA;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;3;Williams;71;NA;1:27.512;NA;NA;4;4;1;1;Finished;6102522.0;10.0;NA;NA;NA;20.0;1;2.0;29.0;1;2.0
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;6;Ferrari;55;NA;1:27.813;NA;NA;5;5;2;2;Finished;6121032.0;6.0;NA;NA;NA;14.0;3;0.0;23.0;2;0.0
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;6;Ferrari;77;NA;1:27.282;NA;NA;2;2;3;3;Finished;6145638.0;4.0;NA;NA;NA;9.0;5;0.0;23.0;2;0.0
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;3;Williams;14;COU;1:27.459;NA;NA;3;3;4;4;Finished;6154412.0;3.0;NA;NA;NA;9.0;4;0.0;29.0;1;2.0
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;1;McLaren;57;NA;1:28.343;NA;NA;6;6;5;5;+1 Lap;NA;2.0;NA;NA;NA;5.0;6;0.0;6.0;4;0.0
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;15;Sauber;49;NA;1:31.358;NA;NA;14;14;6;6;+1 Lap;NA;1.0;NA;NA;NA;3.0;8;0.0;3.0;5;0.0
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;22;Benetton;65;NA;1:29.350;NA;NA;8;8;7;7;+2 Laps;NA;0.0;NA;NA;NA;3.0;7;0.0;17.0;3;1.0
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;17;Jordan;56;NA;1:28.516;NA;NA;7;7;8;8;+2 Laps;NA;0.0;NA;NA;NA;0.0;13;0.0;0.0;8;0.0
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;27;Ligier;44;NA;1:30.760;NA;NA;12;12;9;9;+2 Laps;NA;0.0;NA;NA;NA;0.0;10;0.0;0.0;6;0.0
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;1;McLaren;95;NA;1:29.517;NA;NA;9;9;10;10;+2 Laps;NA;0.0;NA;NA;NA;0.0;18;0.0;6.0;4;0.0
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;27;Ligier;88;NA;1:31.913;NA;NA;16;16;11;11;+3 Laps;NA;0.0;NA;NA;NA;0.0;12;0.0;0.0;6;0.0
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;18;Minardi;94;NA;1:32.445;NA;NA;18;18;12;12;+4 Laps;NA;0.0;NA;NA;NA;0.0;19;0.0;0.0;12;0.0
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;29;Footwork;81;NA;1:29.582;NA;NA;11;11;13;13;+4 Laps;NA;0.0;NA;NA;NA;0.0;20;0.0;0.0;13;0.0
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;18;Minardi;69;BAD;1:33.071;NA;NA;20;20;14;14;+4 Laps;NA;0.0;NA;NA;NA;0.0;21;0.0;0.0;12;0.0
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;28;Forti;64;NA;1:36.624;NA;NA;26;26;15;N;Not classified;NA;0.0;NA;NA;NA;0.0;17;0.0;0.0;11;0.0
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;28;Forti;90;NA;1:36.065;NA;NA;25;25;16;N;Not classified;NA;0.0;NA;NA;NA;NA;NA;NA;0.0;11;0.0
242;21;Autodromo Enzo e Dino Ferrari;1995;1995-04-30;NA;3;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;15;Sauber;91;NA;1:33.494;NA;NA;21;21;17;R;Wheel;NA;0.0;NA;NA;NA;NA;NA;NA;3.0;5;0.0
